artist,artist_id,track,composer,piece_path,youtube_link,album,album_date(yyyy-mm-dd),performer_label
Samson François,48,"Chopin: 12 Études, Op. 10: No. 3 in E Major ""Tristesse""",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._3_in_E_Major_Tristesse\29.mp3",https://www.youtube.com/watch?v=zW4yggyckrY,Icon: Samson Francois,2010-02-08,17
Lang Lang,39,"Ballade No. 3 in A-Flat Major, Op. 47",Frédéric Chopin,".\audio\Frédéric_Chopin\Ballade_No._3_in_A-Flat_Major,_Op._47\35.mp3",https://www.youtube.com/watch?v=dO9KtDTe2JY,Lang Lang at Royal Albert Hall,2014,10
Glenn Gould,15,"French Suite No. 5 in G Major, BWV 816: V. Bourée",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\French_Suite_No._5_in_G,_BWV_816\V._Bourree\11.mp3",https://www.youtube.com/watch?v=twprWl1Tf1M,"Bach: The French Suites Nos. 5 & 6, BWV 816 & 817; Overture in the French Style, BWV 831 (Gould Remastered)",1974,9
Friedrich Gulda,24,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: I. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._10_in_G_Major,_Op._14_No._2\I._Allegro\29.mp3",https://www.youtube.com/watch?v=REsgNNwQ6-g,"Beehoven: Die 32 Klaviersonaten, Eroica-Variationen, Diabelli-Variationen & Sechs Bagatellen",2016-07-01,8
Walter Gieseking,8,"Piano Sonata No. 14 in C Minor, K. 457: II. Adagio",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._14_in_C_Minor,_K._457\II._Adagio\12.mp3",https://www.youtube.com/watch?v=CVJfbdl2hCc,"Walter Gieseking: Lightness & Clarity, Vol. 10",2021-08-20,21
Alfred Cortot,3,"Waltz No. 2 in A-Flat Major, Op. 34, No. 1, ""Valse brillante""",Frédéric Chopin,".\audio\Frédéric_Chopin\Waltz_No._2_in_A-Flat_Major,_Op._34,_No._1,_Valse_brillante\2.mp3",https://www.youtube.com/watch?v=LskGw1W8ObA,Chopin: Piano Works,2014-10-28,1
Artur Schnabel,23,"Beethoven: Piano Sonata No. 25 in G Major, Op. 79: III. Vivace",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.25_in_G,_Op.79\3._Vivace\23.mp3",https://www.youtube.com/watch?v=o6oMYAm5DnY,Beethoven: Piano Sonatas,2004-08-01,4
Vladimir Horowitz,2,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": II. Allegretto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._14_in_C-Sharp_Minor,_Op._27_No._2_Moonlight\2._Allegretto\6.mp3",https://www.youtube.com/watch?v=hO5hAabuna4,"The Complete Masterworks Recordings, Vol. 6: Vladimir Horowitz",1973,20
Sviatoslav Richter,0,"Piano Sonata No. 12 in A-Flat Major, Op. 26 ""Funeral March"": III. Marcia funebre (Sulla morte d'un eroe) [Live]",Ludwig van Beethoven,.\audio\Ludwig_van_Beethoven\Sonata_No._12_In_A_Flat_Op._26\3._Marcia_funebre_sulla_morte_d'un_Eroe_-_Live\1.mp3,https://www.youtube.com/watch?v=HT4T0inX1J4,"Sviatoslav Richter Archives, Vol. 10: Carnegie Hall 1960 (Live)",2017-05-19,18
Daniel Barenboim,9,"Piano Sonata No. 7 In D Major, Op. 10, No. 3: 2. Largo e mesto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._7_in_D_Major,_Op._10_No._3\II._Largo_e_mesto\25.mp3",https://www.youtube.com/watch?v=Zygpfc6T6KQ,Beethoven: The Piano Sonatas,1984-01-01,6
Vladimir Horowitz,2,"Kreisleriana, Op. 16: II. Sehr innig und nicht zu rasch",Robert Schumann,".\audio\Robert_Schumann\Kreisleriana,_Op._16\II._Sehr_innig_und_nicht_zu_rasch\9.mp3",https://www.youtube.com/watch?v=yhCr8nc20NI,Schumann: Piano Music,1962,20
Walter Gieseking,8,"Piano Sonata No. 31 in A-Flat Major, Op. 110: III. Adagio ma non troppo -",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._31_in_A-Flat_Major,_Op._110\III._Adagio_ma_non_troppo\3.mp3",https://www.youtube.com/watch?v=geVIyyZQmsI,Beethoven: The Late Piano Sonatas (Live),2015-06-01,21
Martha Argerich,7,"Prokofiev: Piano Sonata No. 7 in B-Flat Major, Op. 83: III. Precipitato",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Piano_Sonata_No._7,_Op._83\III._Precipitato\8.mp3",https://www.youtube.com/watch?v=DYvVSgbsJkQ,Martha Argerich - The Warner Classics Recordings,2016-11-04,11
Alfred Brendel,19,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: 2. Allegretto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1\II._Allegretto\32.mp3",https://www.youtube.com/watch?v=HL_l6PUW8pc,Beethoven: Piano Sonatas Nos.8-11,1995-01-01,0
Artur Schnabel,23,"Beethoven: Piano Sonata No. 1 in F Minor, Op. 2 No. 1: II. Adagio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1\II._Adagio\19.mp3",https://www.youtube.com/watch?v=0hOflD-_P0k,Beethoven: Complete Piano Sonatas (2016 Remaster),2016-08-26,4
Mitsuko Uchida,26,"3 Klavierstücke, D.946: No.1 in E flat minor (Allegro assai)",Franz Schubert,".\audio\Franz_Schubert\3_Klavierstücke,_D._946\No._1_in_E-Flat_Minor\6.mp3",https://www.youtube.com/watch?v=ayxCvgyxsyU,Mitsuko Uchida plays Schubert,2004-01-01,13
András Schiff,4,"French Suite No. 3 in B minor, BWV 814: 3. Sarabande",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\French_Suite_No._3_in_B_minor,_BWV_814\3._Sarabande\1.mp3",https://www.youtube.com/watch?v=DYc6GyukLFw,"Bach, J.S.: French Suites Nos. 1-6/Italian Concerto etc.",1993-01-01,3
Artur Schnabel,23,"Beethoven: Piano Sonata No. 24 in F-Sharp Major, Op. 78 ""À Thérèse"": I. Adagio cantabile - Allegro, ma non troppo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._24_in_F-Sharp_Major,_Op._78_For_Therese\1._Adagio_cantabile_-_Allegro_ma_non_troppo\12.mp3",https://www.youtube.com/watch?v=KSS28o6kgDk,Beethoven: Complete Piano Sonatas (2016 Remaster),2016-08-26,4
Claudio Arrau,11,"Waldszenen, Op.82: 1. Eintritt",Robert Schumann,".\audio\Robert_Schumann\Waldszenen,_Op._82\1._Eintritt\10.mp3",https://www.youtube.com/watch?v=4WD_MnAG8mw,Schumann: Carnaval; Kinderszenen; Waldszenen,1987-01-01,5
Vladimir Horowitz,2,"Scherzo No. 1 in B Minor, Op. 20",Frédéric Chopin,".\audio\Frédéric_Chopin\Scherzo_No._1_in_B_Minor,_Op._20,_B._65\17.mp3",https://www.youtube.com/watch?v=nNFPk7LYW9o,Plays Chopin Vol 2,1991-10-29,20
Friedrich Gulda,24,"8 Fantasiestücke, Op. 12: 7. Traumes-Wirren",Robert Schumann,".\audio\Robert_Schumann\8_Fantasiestücke,_Op._12\7._Traumes-Wirren\27.mp3",https://www.youtube.com/watch?v=daD6u-3zXvc,Schumann: Liederkreis Op. 39; Fantasiestücke Op. 12,1984-01-01,8
Friedrich Gulda,24,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: III. Scherzo. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._3_in_C_Major,_Op._2_No._3\III._Scherzo._Allegro\32.mp3",https://www.youtube.com/watch?v=uDEX3M2QGbU,Gulda plays Beethoven,2005-01-01,8
Vladimir Horowitz,2,"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\1._Von_fremden_Ländern_und_Menschen\7.mp3",https://www.youtube.com/watch?v=USeHTrGAEkg,"Vladimir Horowitz in Recital at the Royal Festival Hall, London, May 22, 1982",1983,20
Friedrich Gulda,24,"Piano Sonata No. 32 in C Minor, Op. 111: II. Arietta: Adagio molto semplice e cantabile",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._32_in_C_Minor,_Op._111\II._Arietta._Adagio_molto_semplice_e_cantabile\52.mp3",https://www.youtube.com/watch?v=EDRYfopgFmI,"Beehoven: Die 32 Klaviersonaten, Eroica-Variationen, Diabelli-Variationen & Sechs Bagatellen",2016-07-01,8
András Schiff,4,"15 Three-part Inventions, BWV 787/801: No. 2 in C minor, BWV 788",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\15_Three-part_Inventions\No._2_in_C_minor,_BWV_788\4.mp3",https://www.youtube.com/watch?v=bQjMPZxd_DQ,"Bach, J.S.: The Solo Keyboard Works",1996-01-01,3
Samson François,48,"Chopin: Polonaise in A-Flat Major, Op. 53 ""Héroique""",Frédéric Chopin,".\audio\Frédéric_Chopin\Polonaise_in_A-Flat_Major,_Op._53\55.mp3",https://www.youtube.com/watch?v=WKX7dgSQY28,Intégrale de des Enregistrements,2010-10-20,17
Sviatoslav Richter,0,"Scherzo No. 4 in E Major, Op. 54 (Live)",Frédéric Chopin,".\audio\Frédéric_Chopin\Scherzo_No._4_in_E_Major,_Op._54,_B._148\3.mp3",https://www.youtube.com/watch?v=A_A6arQrgPU,"Richter Archives, Vol. 15: 1965 Carnegie Hall Recital (Live)",2017-05-19,18
Vladimir Horowitz,2,"Waltz in A Minor, Op. 34, No. 2",Frédéric Chopin,".\audio\Frédéric_Chopin\Waltz_No.3_in_A_Minor,_Op.34_No.2\2.mp3",https://www.youtube.com/watch?v=Y8k4ITHQeUs,Horowitz reDiscovered,2003-05-06,20
Vladimir Ashkenazy,6,"Piano Sonata No.16 in G, Op.31 No.1: 2. Adagio grazioso",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.16_in_G,_Op.31_No.1\2._Adagio_grazioso\5.mp3",https://www.youtube.com/watch?v=5h3aRJlv7y4,Beethoven: The Piano Sonatas,1995-01-01,19
Walter Gieseking,8,"French Suite No. 5 in G Major, BWV 816: II. Courante",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\French_Suite_No._5_in_G,_BWV_816\2._Courante\7.mp3",https://www.youtube.com/watch?v=XmL3eJU-r7k,J.S. Bach: Piano Works (2021 Remastered Version),2021-03-26,21
Friedrich Gulda,24,"Piano Sonata No. 4 in E flat, K.282: 3. Allegro - Live",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.4_in_E_flat,_K.282\3._Allegro\9.mp3",https://www.youtube.com/watch?v=bo_LEmgFiIo,Gulda plays Mozart,2022-01-23,8
Glenn Gould,15,"Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2 ""Moonlight"": II. Allegretto - Remastered",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._14_in_C-Sharp_Minor,_Op._27_No._2_Moonlight\2._Allegretto\33.mp3",https://www.youtube.com/watch?v=9AwRjewSjb4,"Beethoven: Piano Sonatas Nos. 8, 14 & 23 (Gould Remastered)",1970,9
Walter Gieseking,8,"Fantasie, Op. 116: III. Capriccio in G Minor",Johannes Brahms,".\audio\Johannes_Brahms\7_Fantasies,_Op._116\No._3,_Capriccio_in_G_Minor\1.mp3",https://www.youtube.com/watch?v=JC3aRt5Osvg,Brahms: The Complete Columbia Recordings,2007-02-06,21
Artur Schnabel,23,"Piano Sonata No. 1 in F Minor, Op. 2, No. 1: IV. Prestissimo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1\IV._Prestissimo\24.mp3",https://www.youtube.com/watch?v=a-AbTGX2YlU,Beethoven: Piano Sonatas Nos. 1-3 (Schnabel) (1933-1934),2002-10-12,4
Emil Gilels,1,"Piano Sonata No.3 In C, Op.2 No.3: 2. Adagio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._3_in_C_Major,_Op._2_No._3\II._Adagio\11.mp3",https://www.youtube.com/watch?v=H3YHNoF8QN8,Beethoven: The Piano Sonatas,2006-01-01,7
Friedrich Gulda,24,"Piano Sonata No. 2 in A Major, Op. 2 No. 2: I. Allegro vivace",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.2_in_A,_Op.2_No.2\1._Allegro_vivace\22.mp3",https://www.youtube.com/watch?v=PL7hfNrVt9c,"Beehoven: Die 32 Klaviersonaten, Eroica-Variationen, Diabelli-Variationen & Sechs Bagatellen",2016-07-01,8
Martha Argerich,7,"Piano Sonata No. 7 in D Major, Op. 10 No. 3: IV. Rondo. Allegro (Live)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._7_in_D_Major,_Op._10_No._3\IV._Rondo._Allegro\20.mp3",https://www.youtube.com/watch?v=PVAt-birLHw,"Martha Argerich Live, Vol. 3",2017-01-20,11
Sviatoslav Richter,0,"Piano Sonata No. 30 in E Major, Op. 109: III. Theme: Andante molto cantabile ed espressivo - Variations 1-6",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._30_in_E_Major,_Op._109\III._Andante_molto_cantabile_ed_espressivo\3.mp3",https://www.youtube.com/watch?v=b2S2mZYyoK4,Beethoven: The Last Three Piano Sonatas,2017-04-07,18
Vladimir Horowitz,2,"Rondo in D Major, K. 485",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Rondo_in_D_Major,_K.485\5.mp3",https://www.youtube.com/watch?v=kT3euVH1RCQ,Vladimir Horowitz - Horowitz at home,1989-01-01,20
Maurizio Pollini,5,"Nocturne No.11 In G Minor, Op.37 No.1",Frédéric Chopin,".\audio\Frédéric_Chopin\Nocturne_No._11_in_G_minor,_Op._37_No._1\0.mp3",https://www.youtube.com/watch?v=jYjIuOor0wI,Deep Dive - Pollini,2022-02-18,12
Claudio Arrau,11,"Waltz No.15 in E, Op.posth.",Frédéric Chopin,".\audio\Frédéric_Chopin\Waltz_No.15_in_E,_Op.posth\3.mp3",https://www.youtube.com/watch?v=4sxtssVL4uY,Chopin: Piano Music/Piano Concertos,2001-01-01,5
Alfred Cortot,3,"3 Etudes de concert, S144/R5: No. 2 in F Minor, ""La Leggierezza""",Franz Liszt,".\audio\Franz_Liszt\3_Etudes_de_concert,_S._144\No._2_in_F_Minor\0.mp3",https://www.youtube.com/watch?v=otfX8RjB7dQ,Alfred Cortot Plays Weber & Liszt (1925),2011-08-01,1
Friedrich Gulda,24,"Piano Sonata No. 8 in A minor, K.310: 2. Andante cantabile con espressione",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.8_in_A_minor,_K.310\2._Andante_cantabile_con_espressione\26.mp3",https://www.youtube.com/watch?v=Hz_Wufjm8jU,Gulda plays Mozart,2022-01-23,8
Samson François,48,"Prokofiev: Visions fugitives, Op. 22: No. 4, Animato",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Visions_Fugitives,_Op._22\No._4_-_Animato\2.mp3",https://www.youtube.com/watch?v=yGAdkc0uDhU,Intégrale de des Enregistrements,2010-10-20,17
Lang Lang,39,"Goldberg Variations, BWV 988: Aria",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Goldberg_Variations,_BWV_988\Aria\27.mp3",https://www.youtube.com/watch?v=linQUK6jNmg,Bach: Goldberg Variations (Extended Edt.),2021-02-12,10
Vladimir Horowitz,2,"6 Moments musicaux, Op.94 D.780: No.3 In F Minor (Allegro moderato)",Franz Schubert,".\audio\Franz_Schubert\6_Moments_musicaux,_Op.94_D.780\No.3_in_F_minor_(Allegro_moderato)\4.mp3",https://www.youtube.com/watch?v=YmH1yxhJ07I,Vladimir Horowitz - Horowitz at home,1989-01-01,20
Alicia de Larrocha,18,"French Suite No. 6 in E Major, BWV 817: 2. Courante",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\French_Suite_No.6_in_E,_BWV_817\2._Courante\6.mp3",https://www.youtube.com/watch?v=KPPoRW26VOo,"Bach, J.S.: Concerto in the Italian Style; French Suite No. 6; English Suite No. 2; Fantasia in C Minor",1972-10-01,2
Alfred Brendel,19,"Piano Sonata No. 20 in G Major, Op. 49 No. 2: I. Allegro ma non troppo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._20_in_G_Major,_Op._49_No._2\I._Allegro_ma_non_troppo\19.mp3",https://www.youtube.com/watch?v=6wvDov2i6ak,"Alfred Brendel, the Legendary Mozart & Beethoven Recordings, Vol. 3",2013,0
Murray Perahia,13,"Piano Sonata No. 7 in D Major, Op. 10 No. 3: I. Presto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._7_in_D_Major,_Op._10_No._3\I._Presto\37.mp3",https://www.youtube.com/watch?v=yptHXhkB_5I,Beethoven: Piano Sonatas Nos. 7 & 23,1985,14
András Schiff,4,"Piano Sonata No.8 In F Sharp Minor, D.571 (Fragment): 1. Allegro moderato",Franz Schubert,".\audio\Franz_Schubert\Piano_Sonata_No.8_In_F_Sharp_Minor,_D.571_(Fragment)\1._Allegro_moderato\0.mp3",https://www.youtube.com/watch?v=q43nkVsZ2xM,Schubert: Piano Sonatas; Impromptus,2011-01-01,3
Robert Casadesus,21,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.12_in_F,_K.332\2._Adagio\17.mp3",https://www.youtube.com/watch?v=4JfwoGCxb0o,"Mozart, Chopin, Debussy & Ravel: Piano Works",2019-04-26,16
Sviatoslav Richter,0,"Hungarian Rhapsody No. 17 in D Minor, S. 244 (Live)",Franz Liszt,.\audio\Franz_Liszt\Hungarian_Rhapsody_No._17\0.mp3,https://www.youtube.com/watch?v=G6LbSYjaMGw,Mozart & Liszt: Piano Works (Live),2021-10-15,18
Artur Schnabel,23,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": II. Adagio cantabile",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._8_in_C_Minor,_Op._13_Pathétique\II._Adagio_cantabile\59.mp3",https://www.youtube.com/watch?v=NAOO5b973TE,Beethoven: Piano Sonatas Nos. 7-10 (Schnabel) (1932-1935),2002-12-25,4
Friedrich Gulda,24,"24 Préludes, Op. 28: No. 2 in A Minor. Lento, B. 123",Frédéric Chopin,".\audio\Frédéric_Chopin\24_Préludes,_Op._28\No._2_in_A_Minor_Lento\30.mp3",https://www.youtube.com/watch?v=s1O_LxPj81o,Chopin & Beethoven: Piano Works,2021-02-12,8
Robert Casadesus,21,"Piano Sonata No. 2 in A Major, Op. 2, No. 2: I. Allegro vivace",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.2_in_A,_Op.2_No.2\1._Allegro_vivace\17.mp3",https://www.youtube.com/watch?v=Eb7F58j34fQ,Beethoven: Piano Sonatas Nos. 2 & No. 23,1953,16
András Schiff,4,"Partita No. 5 in G, BWV 829: 1. Praeambulum",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._5_In_G_Major,_BWV_829\1._Praeambulum\3.mp3",https://www.youtube.com/watch?v=WDl7Tdt3lb0,"Bach, J.S.: The Solo Keyboard Works",1996-01-01,3
Lang Lang,39,"Piano Sonata No. 7 in B-Flat Major, Op. 83: I. Allegro inquieto",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Piano_Sonata_No._7,_Op._83\I._Allego_inquieto\15.mp3",https://www.youtube.com/watch?v=VjNL2_BPGsc,Live in Vienna,2010-08-23,10
Emil Gilels,1,"Piano Sonata No. 14 in C Minor, K. 457: III. Allegro assai (Live)",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._14_in_C_Minor,_K._457\III._Allegro_assai\4.mp3",https://www.youtube.com/watch?v=k4l40n5rH6Y,"Emil Gilels Legacy, Vol. 5: 1951 Florence Recital (Live)",2017-05-19,7
Sviatoslav Richter,0,"French Suite No. 4 in E-Flat Major, BWV 815a: V. Gavotte I (Live)",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\French_Suite_No._4_in_E-Flat_Major,_BWV_815a\V._Gavotte_I\0.mp3",https://www.youtube.com/watch?v=SwxOXqcHHNM,Richter Plays Bach,2008-08-25,18
Alicia de Larrocha,18,"Kreisleriana, Op. 16: 1. Äusserst bewegt",Robert Schumann,".\audio\Robert_Schumann\Kreisleriana,_Op._16\I._Äußerst_bewegt\26.mp3",https://www.youtube.com/watch?v=MrohpOiuZxs,Schumann: Carnaval; Kreisleriana; Faschingsswank aus Wien etc,2006-01-01,2
Glenn Gould,15,"Variations for Piano, Op. 27: II. Sehr schnell",Anton Webern,".\audio\Anton_Webern\Variations_for_Piano,_Op._27\2._Sehr_schnell\7.mp3",https://www.youtube.com/watch?v=cW89Tp0Mhk0,Berg/Krenek/Webern/Ravel/Debussy,1959,9
Wilhelm Kempff,28,"6 Piano Pieces, Op.118: 6. Intermezzo in E flat minor",Johannes Brahms,".\audio\Johannes_Brahms\6_Piano_Pieces,_Op._118\No._6,_Intermezzo_in_E-Flat_Minor\8.mp3",https://www.youtube.com/watch?v=SxBuvv39mLM,Schumann / Brahms: Complete 1950s Solo Recordings,2003-01-01,22
Maurizio Pollini,5,"12 Études, Op. 10: No. 9 in F Minor",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._9_in_F_Minor\3.mp3",https://www.youtube.com/watch?v=9MOA-0XvYfw,Chopin: Etudes Opp.10 & 25,1984-01-01,12
Wilhelm Kempff,28,"4 Ballades, Op. 10: No. 2 in D Major. Andante",Johannes Brahms,".\audio\Johannes_Brahms\4_Ballades,_Op._10\No._2_in_D_Major\15.mp3",https://www.youtube.com/watch?v=fuzeWIBES8I,"More Piano Giants: Wilhelm Kempff, Vol. 9",2019-03-15,22
Alfred Brendel,19,"Piano Sonata No.21 in C, Op.53 -""Waldstein"": 1. Allegro con brio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._21_in_C_major,_Op._53,_Waldstein\I._Allegro_con_brio\30.mp3",https://www.youtube.com/watch?v=ZoGZlsVev2M,Alfred Brendel plays Beethoven,2005-01-01,0
Robert Casadesus,21,"Images, Book 1, L. 110: No. 1, Reflets dans l'eau",Claude Debussy,".\audio\Claude_Debussy\Images,_Book_1,_L._110\No._1,_Reflets_dans_l'eau\23.mp3",https://www.youtube.com/watch?v=rvujarYba1A,"Milestones of a Piano Legend: Robert Casadesus, Vol. 10",2019-10-04,16
Vladimir Horowitz,2,"Piano Sonata No. 11 in A Major, K. 331 (300i): III. (Rondo) alla turca. Allegretto",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._11_in_A_Major,_K._331\3._Alla_Turca._Allegretto\0.mp3",https://www.youtube.com/watch?v=N5J1HFRNuTI,"Vladimir Horowitz live at Carnegie Hall - Recital April 17, 1966: Scarlatti, Beethoven, Mozart, Scriabin, Chopin, Mendelssohn, Liszt & Rachmaninoff",2013,20
Alfred Brendel,19,"33 Piano Variations in C, Op.120 on a Waltz by Anton Diabelli: Variation XV (Presto scherzando)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli\Variation_XV._Presto_scherzando\7.mp3",https://www.youtube.com/watch?v=j18-tbD_LLI,Alfred Brendel - Live,2007-01-01,0
Claudio Arrau,11,"Chopin: 12 Études, Op. 10: No. 5 in G-Flat Major ""Black Keys""",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._5_in_G-Flat_Major_Black_Keys\17.mp3",https://www.youtube.com/watch?v=9Bwr7i_1_TU,Icon: Claudio Arrau,2011-02-21,5
András Schiff,4,"Invention No. 12 in A, BWV 783",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Invention_No.12_in_A,_BWV_783\0.mp3",https://www.youtube.com/watch?v=7KUV4BFNcV8,András Schiff Plays Bach,2022-02-15,3
Claudio Arrau,11,"Impromptu No.1 in A Flat, Op.29",Frédéric Chopin,".\audio\Frédéric_Chopin\Impromptu_No.1_in_A_Flat,_Op.29\6.mp3",https://www.youtube.com/watch?v=FQID_EoKLG8,Chopin: The Complete Nocturnes/The Complete Impromptus,1997-01-01,5
Martha Argerich,7,"12 Études, Op. 10: No. 10 in A-flat Major",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._11_in_E-Flat_Major\20.mp3",https://www.youtube.com/watch?v=LEvO9V3DJaY,"Martha Argerich Live, Vol. 4",2017-01-20,11
Daniel Barenboim,9,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": I. Grave - Allegro di molto e con brio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._8_in_C_Minor,_Op._13_Pathétique\I._Grave_-_Allegro_di_molto_e_con_brio\33.mp3",https://www.youtube.com/watch?v=iXHj0IuxYNo,Beethoven: Piano Sonatas Nos. 7-12,2020-10-30,6
Vladimir Ashkenazy,6,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": 2. Allegretto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._14_in_C-Sharp_Minor,_Op._27_No._2_Moonlight\2._Allegretto\16.mp3",https://www.youtube.com/watch?v=Hym5d1gU1DY,Beethoven: The Piano Sonatas,1995-01-01,19
Friedrich Gulda,24,"Préludes, Book 2, L. 123: No. 10, Canope (Live)",Claude Debussy,".\audio\Claude_Debussy\Préludes,_Book_2,_L._123\No._10,_Canope\2.mp3",https://www.youtube.com/watch?v=ZZRtX_QfclQ,Friedrich Gulda: The Stuttgart Solo Recitals (Live),2019-09-13,8
Emil Gilels,1,"Piano Sonata No. 7 in D Major, Op. 10 No. 3: IV. Rondo: Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._7_in_D_Major,_Op._10_No._3\IV._Rondo._Allegro\10.mp3",https://www.youtube.com/watch?v=s1Hwv_ztr9s,Emil Gilels plays Beethoven - Historical Recording 1980,2013-03-26,7
Nikolai Lugansky,41,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._14_in_C-Sharp_Minor,_Op._27_No._2_Moonlight\1._Adagio_sostenuto\81.mp3",https://www.youtube.com/watch?v=LZYUGKkvx0E,"Beethoven: Piano Sonatas Nos. 14, 17 & 23",2022-02-11,15
